id,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,price,review_scores_rating,reviews_per_month,neighbourhood
568808881399597248,Yes,Kitsilano,Private room in home,Private room,1,1,1,55,4.96,1.63,Kitsilano
569162770621083712,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,176,5,0.63,Other
570190838967715904,No,West End,Entire condo,Entire home/apt,3,1,1,149,4.63,0.44,Other
572541104622819328,No,Downtown,Entire condo,Entire home/apt,4,2,2,171,5,0.27,Downtown
573236213853060480,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,3,1,2,122,4.95,3.67,Other
573330912931029120,Yes,Downtown,Entire condo,Entire home/apt,3,1,1,167,4.95,3.7,Downtown
574531787170117632,Yes,Grandview-Woodland,Private room in home,Private room,1,1.5,1,89,5,3.26,Other
574795430216987584,Unknown,Downtown,Entire rental unit,Entire home/apt,3,1,1,138,4.83,0.96,Downtown
575441480842553088,No,Downtown,Entire condo,Entire home/apt,3,1,1,97,4.65,1.34,Downtown
575544573517713920,No,Downtown,Entire condo,Entire home/apt,3,1,1,89,4.2,0.12,Downtown
577819138934727168,No,Downtown,Other,Entire home/apt,4,1,2,130,4.75,0.19,Downtown
578217036933479424,No,Downtown,Entire rental unit,Entire home/apt,4,2,2,158,4.66,4.26,Downtown
578914289325784960,No,Kitsilano,Entire home,Entire home/apt,10,3.5,5,990,4.87,1.97,Kitsilano
579008258736804736,Yes,Downtown,Entire condo,Entire home/apt,3,1,1,168,4.92,0.55,Downtown
579810853044249728,No,Grandview-Woodland,Entire home,Entire home/apt,4,2,2,158,5,0.37,Other
579895395200595968,Yes,Downtown,Entire condo,Entire home/apt,4,1,2,193,5,0.45,Downtown
580555318102483584,No,Downtown,Entire condo,Entire home/apt,9,2,3,243,4.88,0.93,Downtown
582878768498753280,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,300,4.93,3.16,Downtown
584211208751510528,No,Mount Pleasant,Entire condo,Entire home/apt,5,1,2,166,4.88,1.7,Mount Pleasant
584308798385392128,Yes,Downtown,Entire condo,Entire home/apt,5,1,1,214,4.86,1.69,Downtown
585747588926620800,Unknown,Downtown,Entire condo,Entire home/apt,4,2,2,450,4.96,1.07,Downtown
586074344204850432,No,Kitsilano,Other,Entire home/apt,3,1,2,330,NA,NA,Kitsilano
587071375941594368,Yes,Renfrew-Collingwood,Other,Entire home/apt,2,1,1,121,4.93,4.66,Other
587094001717853440,No,West End,Entire condo,Entire home/apt,2,1,1,150,5,0.02,Other
587787888872965120,Yes,Downtown Eastside,Entire condo,Entire home/apt,4,1,1,158,4.83,1.9,Downtown Eastside
588073002881427712,No,Downtown Eastside,Other,Entire home/apt,4,2.5,2,280,5,0.12,Downtown Eastside
588547571730017536,Yes,Downtown Eastside,Other,Entire home/apt,2,1,1,110,4.88,0.42,Downtown Eastside
589891753220103808,Yes,Kitsilano,Entire rental unit,Entire home/apt,2,1,1,153,NA,NA,Kitsilano
589943890853533312,No,Downtown,Entire condo,Entire home/apt,2,1,1,111,4.72,1.62,Downtown
591184227874299648,No,Kitsilano,Entire home,Entire home/apt,4,1.5,2,350,4.86,0.32,Kitsilano
591501265133490944,No,Dunbar Southlands,Private room in home,Private room,2,1,1,83,5,0.08,Other
591513009241652096,No,Dunbar Southlands,Private room in home,Private room,2,1,1,93,5,0.12,Other
592306790575593600,Yes,Grandview-Woodland,Other,Entire home/apt,2,1,1,83,4.82,2.22,Other
592719174009370752,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,75,5,0.16,Other
594307476176384768,Unknown,Kitsilano,Entire home,Entire home/apt,2,1,1,110,4.9,4.44,Kitsilano
594560281009630976,Yes,Downtown,Entire condo,Entire home/apt,6,2,2,463,4.83,2.33,Downtown
595106650021760128,No,Downtown,Other,Entire home/apt,4,1,1,421,4.54,0.6,Downtown
595142761234603776,No,Dunbar Southlands,Private room in home,Private room,2,1,1,95,4.33,0.15,Other
595807969725500928,No,Kensington-Cedar Cottage,Entire rental unit,Entire home/apt,4,1.5,1,83,4.63,1.72,Other
597339362256290048,No,Dunbar Southlands,Private room in home,Private room,2,1,1,70,5,0.12,Other
597410502801768320,Yes,Riley Park,Entire home,Entire home/apt,9,3,4,689,4.96,1.79,Other
598111946566621568,No,Downtown,Other,Entire home/apt,3,1,0,199,4.63,1.55,Downtown
598921169429413760,Yes,Downtown,Entire condo,Entire home/apt,7,2,3,250,4.9,4.12,Downtown
599252074324243712,Yes,Downtown,Other,Private room,2,1.5,1,120,4.87,1.79,Downtown
599470811120745856,Yes,Downtown Eastside,Other,Entire home/apt,4,1,1,118,4.73,2.81,Downtown Eastside
600328992695728512,No,Downtown,Entire condo,Entire home/apt,3,1,1,175,4.61,1.62,Downtown
600748206626760960,Yes,Hastings-Sunrise,Private room in home,Private room,2,1,1,99,4.71,2.52,Other
600922000654291456,No,Downtown,Entire condo,Entire home/apt,2,1,1,120,4.9,1.88,Downtown
602913401013531776,Yes,Sunset,Entire rental unit,Entire home/apt,3,1,1,106,4.87,2.22,Other
602934586251880704,Yes,Downtown,Entire condo,Entire home/apt,5,1.5,2,342,4.89,3.09,Downtown
602967281044093312,No,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,150,NA,NA,Mount Pleasant
603133463630310656,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,170,5,0.09,Downtown
603883328121098368,Yes,Downtown Eastside,Entire condo,Entire home/apt,4,1,2,156,4.85,3.74,Downtown Eastside
604727681310140672,Yes,Downtown,Entire rental unit,Entire home/apt,4,1,1,193,4.9,4.49,Downtown
605332606169282432,No,Downtown,Other,Entire home/apt,2,1,0,193,4.93,3.8,Downtown
606454117619359104,No,Downtown Eastside,Entire condo,Entire home/apt,2,1,1,219,5,0.16,Downtown Eastside
608053030891574400,No,Kitsilano,Other,Entire home/apt,4,1,2,280,4.83,0.32,Kitsilano
608252515654744320,Yes,Mount Pleasant,Other,Private room,2,1,1,89,4.84,4.56,Mount Pleasant
608724893294739968,Yes,Kitsilano,Entire condo,Entire home/apt,2,1,1,190,4.84,3.85,Kitsilano
609353050084506624,Yes,Kensington-Cedar Cottage,Entire rental unit,Entire home/apt,4,1,2,140,5,0.1,Other
609410553175400960,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,2,1,1,133,5,0.26,Other
611511432669901952,Yes,Marpole,Other,Entire home/apt,2,1,1,74,4.92,6.38,Other
611761793841869440,No,Hastings-Sunrise,Other,Entire home/apt,2,1,1,52,4.79,2.35,Other
612467374898116480,No,Fairview,Entire rental unit,Entire home/apt,4,1,1,250,NA,NA,Other
613327802223607424,No,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,160,4.8,0.12,Mount Pleasant
614061219604928896,Yes,Grandview-Woodland,Other,Entire home/apt,2,1,1,138,4.98,2.15,Other
614082306603487232,Yes,Killarney,Other,Entire home/apt,4,1,2,126,4.91,2.08,Other
614561663212500224,Unknown,Downtown,Entire condo,Entire home/apt,4,1,1,149,4.76,3.07,Downtown
615500879384445056,Yes,Riley Park,Other,Entire home/apt,5,1,2,181,4.8,2.02,Other
615931866350209024,No,Mount Pleasant,Entire home,Entire home/apt,4,2.5,2,500,5,0.39,Mount Pleasant
616050328255396608,No,Downtown Eastside,Other,Entire home/apt,2,0,2,200,5,0.07,Downtown Eastside
616678241381563264,No,Marpole,Other,Entire home/apt,3,1,1,116,4.95,4.78,Other
616960977331552000,No,West End,Entire condo,Entire home/apt,4,1,1,266,4.83,1.61,Other
616990843631733632,Yes,Downtown,Entire condo,Entire home/apt,6,2,3,222,4.78,3.27,Downtown
618160400027471232,Yes,Riley Park,Entire home,Entire home/apt,2,1,1,113,4.81,4.38,Other
618309038300435456,No,Dunbar Southlands,Other,Entire home/apt,6,1,2,120,4.86,5.19,Other
618812251798100096,Yes,Hastings-Sunrise,Private room in home,Private room,8,2,3,210,4.74,2.59,Other
619021585782094592,Yes,Arbutus Ridge,Entire condo,Entire home/apt,4,1,2,150,4.89,0.22,Other
619598343741995264,Yes,Kitsilano,Other,Entire home/apt,4,1,2,240,4.95,2.36,Kitsilano
619599861618191232,Yes,Mount Pleasant,Entire condo,Entire home/apt,5,2,2,228,5,0.02,Mount Pleasant
619851552609673088,No,Arbutus Ridge,Entire home,Entire home/apt,3,1,1,91,4.7,4.4,Other
620479604431633280,No,Kitsilano,Entire rental unit,Entire home/apt,4,1,2,281,4.53,2.75,Kitsilano
621257811343758720,Unknown,Downtown,Entire condo,Entire home/apt,9,2,4,1727,4.8,0.62,Downtown
621557301420276096,No,Kensington-Cedar Cottage,Other,Entire home/apt,4,1,2,137,4.85,0.32,Other
622366987485764864,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,130,4.64,2.77,Downtown
623315425043333504,No,West End,Entire rental unit,Entire home/apt,2,1,0,70,4.55,0.32,Other
624056080233952384,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,0,98,4.89,1.84,Other
624723728831681280,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,210,5,0.38,Downtown
624919514998278144,Yes,Hastings-Sunrise,Other,Entire home/apt,2,1,1,100,4.97,2.61,Other
625338161254065280,No,Hastings-Sunrise,Other,Entire home/apt,2,1,1,89,4.5,0.2,Other
626093663225772032,No,Hastings-Sunrise,Entire home,Entire home/apt,4,2,2,181,4.69,4.55,Other
626319868114293632,No,Downtown,Entire condo,Entire home/apt,2,1,1,265,4.84,3.28,Downtown
626376751841911680,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,169,4.9,5.01,Downtown
627797252761424640,Unknown,Downtown,Entire rental unit,Entire home/apt,4,1,1,135,4.74,3.54,Downtown
628536101890683776,Yes,Kitsilano,Other,Entire home/apt,2,1,1,150,5,0.85,Kitsilano
629646595967645568,Yes,Hastings-Sunrise,Private room in home,Private room,1,1,1,56,4.94,3.07,Other
629739194988143616,No,Downtown,Entire condo,Entire home/apt,3,1,1,114,4.64,0.34,Downtown
630505224447950464,No,Kensington-Cedar Cottage,Entire home,Entire home/apt,6,2,3,558,4.76,0.41,Other
630752775597613568,Yes,Downtown,Entire condo,Entire home/apt,5,1,1,245,4.93,4.1,Downtown
631438486789552640,No,Downtown,Entire rental unit,Entire home/apt,4,1,1,210,4.87,3.14,Downtown
632130922006568192,No,Downtown,Entire condo,Entire home/apt,4,1,1,129,4.84,1.18,Downtown
632886285729431936,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,6,1,2,180,4.87,3.91,Other
633407688487934080,No,Downtown,Entire condo,Entire home/apt,4,1,2,190,4.89,2.44,Downtown
633413834334929152,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,142,4.96,1.93,Downtown
633966214914662400,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,155,4.95,2.59,Downtown
634277765560068864,Yes,Downtown,Other,Entire home/apt,2,1,0,187,4.81,1.99,Downtown
634799704188511616,Yes,Downtown,Entire condo,Entire home/apt,3,1,1,133,4.81,5.03,Downtown
636199700415481344,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,175,5,0.24,Downtown
636542653780339200,No,Downtown,Entire condo,Entire home/apt,4,1,2,206,4.88,1.96,Downtown
637709720539029376,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,132,4.83,0.15,Downtown
638309253284807552,Yes,Downtown Eastside,Other,Entire home/apt,2,1,0,110,4.93,3.27,Downtown Eastside
638356290560759552,No,Mount Pleasant,Entire condo,Entire home/apt,6,3,3,487,4.89,5.16,Mount Pleasant
639207363096142848,Unknown,West End,Entire condo,Entire home/apt,2,1,1,237,5,0.25,Other
639839668429652608,No,Kensington-Cedar Cottage,Private room in home,Private room,2,1,1,45,2,0.33,Other
640175272296394240,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,80,5,0.2,Other
640471776476857600,No,Downtown,Entire condo,Entire home/apt,2,1,1,115,4.71,0.18,Downtown
640738520061925376,No,Riley Park,Entire home,Entire home/apt,6,1.5,3,461,4.69,0.95,Other
641252486705150464,No,Downtown,Entire condo,Entire home/apt,5,1,1,358,4.82,1.55,Downtown
641316977281490688,No,Mount Pleasant,Entire condo,Entire home/apt,4,1,0,105,5,0.21,Mount Pleasant
642020784192497536,Yes,Mount Pleasant,Entire condo,Entire home/apt,3,1,1,223,4.88,1.43,Mount Pleasant
642093491066075520,No,West End,Entire condo,Entire home/apt,4,2,2,450,NA,NA,Other
642264341571696896,No,Riley Park,Other,Entire home/apt,3,1,0,175,4.82,3.77,Other
642969025079878144,No,Sunset,Entire home,Entire home/apt,6,1,2,116,4.64,2.16,Other
643072191171773952,No,Downtown,Entire condo,Entire home/apt,4,1,1,347,4.72,1.44,Downtown
643084005402678784,No,Downtown,Other,Shared room,2,1,1,100,4.37,0.93,Downtown
643629595006449536,Yes,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,295,4.97,2.8,Mount Pleasant
644125610949156096,Yes,Kerrisdale,Other,Entire home/apt,4,1,2,167,4.92,4.37,Other
644498839223761536,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,98,4.94,3.4,Other
644537187492046592,Yes,Marpole,Other,Entire home/apt,4,1,2,118,4.84,6.07,Other
646600046097231104,No,Downtown,Entire condo,Entire home/apt,3,1,1,221,5,0.22,Downtown
647160230901267456,Yes,Renfrew-Collingwood,Other,Entire home/apt,2,1,1,75,4.86,3.2,Other
648571715106497408,No,Dunbar Southlands,Other,Entire home/apt,4,1,2,106,4.61,3.29,Other
648697303734071680,No,Downtown Eastside,Other,Entire home/apt,4,2.5,3,190,5,0.2,Downtown Eastside
648832207289420032,Yes,Riley Park,Other,Entire home/apt,4,1,2,196,4.95,2.94,Other
649397103386742912,No,Dunbar Southlands,Entire home,Entire home/apt,5,1,1,91,5,0.22,Other
649554000111587584,No,Downtown,Entire condo,Entire home/apt,4,2,2,245,4.62,2.83,Downtown
649918914706027008,Yes,Killarney,Entire condo,Entire home/apt,2,1,1,99,5,0.31,Other
650607262159929472,Unknown,Downtown Eastside,Entire condo,Entire home/apt,7,2,3,251,4.94,4.68,Downtown Eastside
650887389374277632,No,Downtown,Entire condo,Entire home/apt,2,1,1,85,4.44,0.22,Downtown
652349004993309696,No,Downtown,Entire condo,Entire home/apt,6,2,2,196,4.85,3.92,Downtown
653166913726553088,Yes,Oakridge,Private room in home,Private room,1,1,1,50,5,0.05,Other
653211094240771840,No,Downtown,Entire condo,Entire home/apt,2,1,1,235,5,0.23,Downtown
653231046834017152,Yes,Downtown,Entire condo,Entire home/apt,5,1,2,436,4.93,2.56,Downtown
653538882741958912,No,West End,Entire rental unit,Entire home/apt,2,1,1,66,4.86,0.18,Other
654636931657227264,No,West End,Entire condo,Entire home/apt,2,1,1,101,4.65,2.49,Other
654937319289943808,No,Kitsilano,Entire home,Entire home/apt,2,1,1,394,4.9,0.98,Kitsilano
655761508543886336,No,Kitsilano,Entire home,Entire home/apt,4,1,1,308,4.71,4.51,Kitsilano
656093243302306944,Yes,Renfrew-Collingwood,Other,Entire home/apt,6,1,2,124,4.99,3.98,Other
656453242371516416,No,Killarney,Private room in home,Private room,2,1,1,183,4.33,0.15,Other
656470340717898496,No,Killarney,Private room in home,Private room,2,1,0,183,5,0.17,Other
658191813842846592,Yes,Mount Pleasant,Other,Entire home/apt,2,1,1,98,4.9,1.46,Mount Pleasant
658318332013126400,No,Downtown Eastside,Entire rental unit,Entire home/apt,8,3,5,585,4.67,0.46,Downtown Eastside
658643669273953024,Yes,Renfrew-Collingwood,Entire home,Entire home/apt,5,1,2,128,4.91,2.59,Other
658774301790228992,No,Grandview-Woodland,Entire rental unit,Entire home/apt,2,1,1,122,4.65,3.45,Other
658783231069280384,No,Grandview-Woodland,Entire rental unit,Entire home/apt,2,1,1,65,4.69,0.32,Other
659416490668211200,Yes,West Point Grey,Other,Entire home/apt,2,1,1,252,4.98,1.06,Other
660499994123684736,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,4,1,2,178,4.95,2.14,Other
660744993743958912,Yes,Downtown,Entire condo,Entire home/apt,3,1,1,197,4.86,3.84,Downtown
660819375476393472,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,180,4.81,2.7,Downtown
661567858741413248,Yes,Kitsilano,Entire home,Entire home/apt,6,2,2,374,4.99,2.47,Kitsilano
662986229095321600,No,Downtown,Entire condo,Entire home/apt,4,1,2,158,4.61,2.57,Downtown
663107966376367616,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,199,4.96,2.51,Downtown
663711301400410752,No,Downtown,Entire condo,Entire home/apt,3,1,1,132,4.87,1.12,Downtown
663949824570722944,Yes,Downtown,Entire condo,Entire home/apt,3,1,1,309,4.97,0.97,Downtown
664525343254634624,Yes,Downtown Eastside,Other,Entire home/apt,2,1,1,227,4.99,4.94,Downtown Eastside
664886197465372160,No,West End,Entire rental unit,Entire home/apt,2,1,1,105,4.88,0.21,Other
665118768403590144,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,204,4.88,2.73,Downtown
665368222586979840,Yes,Downtown,Other,Entire home/apt,4,1,1,298,4.88,2.79,Downtown
665451839228144256,No,Victoria-Fraserview,Entire home,Entire home/apt,10,3.5,5,342,4.36,3.33,Other
665543056269749504,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,222,4.92,3.06,Downtown
665845290404450944,Yes,Riley Park,Other,Entire home/apt,7,1,2,278,5,1.24,Other
665953453480993280,Yes,Shaughnessy,Private room in home,Private room,4,1,2,116,4.58,0.3,Other
666295873368579968,Yes,Downtown,Entire condo,Entire home/apt,3,1,1,110,4.82,3.18,Downtown
667536603010219136,Yes,Arbutus Ridge,Private room in home,Private room,4,1,2,221,4.9,1.61,Other
667667755574429952,Yes,Oakridge,Private room in home,Private room,1,1,1,60,4.67,0.08,Other
668872728473213952,No,Dunbar Southlands,Other,Entire home/apt,4,1.5,1,119,5,0.18,Other
669058573778623872,Yes,Victoria-Fraserview,Entire home,Entire home/apt,3,1,1,119,4.9,2.9,Other
669148140097641088,Yes,Grandview-Woodland,Other,Entire home/apt,3,1,2,90,5,0.33,Other
669491823340176128,Yes,Downtown,Entire condo,Entire home/apt,7,2,2,304,4.84,3.63,Downtown
669624576599791872,No,Downtown,Entire condo,Entire home/apt,2,1,1,128,5,0.18,Downtown
669663731497489536,No,West End,Entire rental unit,Entire home/apt,2,1,1,99,4.8,0.29,Other
669770563384814080,No,Mount Pleasant,Private room in home,Private room,2,1,1,72,3,0.03,Mount Pleasant
669832277452839808,No,Mount Pleasant,Private room in home,Private room,2,1,1,63,1,0.03,Mount Pleasant
670485123661095936,Yes,Killarney,Entire home,Entire home/apt,4,1,2,140,4.95,1.67,Other
670531734518438912,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,473,4.94,1.76,Downtown
670982789697976320,No,Downtown,Entire rental unit,Entire home/apt,4,2,2,175,5,0.08,Downtown
671020786592088704,Unknown,Downtown Eastside,Entire condo,Entire home/apt,2,1,1,221,4.87,2.1,Downtown Eastside
671114564928215680,No,Mount Pleasant,Private room in home,Private room,2,1,1,60,3.67,0.08,Mount Pleasant
671232072315987584,Yes,Downtown Eastside,Other,Entire home/apt,2,1,1,150,4.82,2.71,Downtown Eastside
671784023252600448,Yes,Downtown,Entire condo,Entire home/apt,6,2,3,360,4.94,5.39,Downtown
671803112132825216,Yes,Downtown,Other,Entire home/apt,4,1,1,211,4.87,4.92,Downtown
671823250443454208,No,West End,Entire rental unit,Entire home/apt,2,1,1,73,5,0.09,Other
671940111575561088,Yes,Downtown Eastside,Entire condo,Entire home/apt,3,1,1,151,4.87,4.77,Downtown Eastside
671947130203193856,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,184,4.9,5.24,Downtown
672758070117862016,Yes,West End,Entire condo,Entire home/apt,4,2,2,190,4.63,0.79,Other
674186579018627840,No,West End,Entire condo,Entire home/apt,2,1,1,116,5,0.36,Other
674193493104024448,Yes,Oakridge,Other,Entire home/apt,2,1,1,107,4.93,2.25,Other
674503225445081984,No,Downtown,Entire condo,Entire home/apt,2,1,1,152,4.83,0.34,Downtown
674567679433308928,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,2,1,1,136,4.93,0.38,Mount Pleasant
674891436783527040,Yes,Downtown Eastside,Other,Entire home/apt,2,1,1,245,5,0.31,Downtown Eastside
675336815658828800,Yes,Riley Park,Other,Entire home/apt,3,1,2,101,5,0.18,Other
675436073951838720,No,Riley Park,Entire rental unit,Entire home/apt,2,1,0,87,4.67,0.31,Other
675513929603986304,No,Grandview-Woodland,Other,Entire home/apt,7,1.5,3,315,4.88,1.8,Other
675533357370140416,Unknown,Downtown,Entire condo,Entire home/apt,2,1,1,185,4.84,3.73,Downtown
675544860559638784,Yes,Kensington-Cedar Cottage,Private room in home,Private room,1,1,1,75,4.93,3.33,Other
677710337848019840,No,West Point Grey,Other,Private room,1,1,1,65,NA,NA,Other
678651676250272896,No,Downtown,Entire condo,Entire home/apt,8,2,4,2000,4.72,2.01,Downtown
678846763771457536,Yes,Riley Park,Other,Entire home/apt,1,1,0,95,5,0.2,Other
679089380266338048,No,Dunbar Southlands,Other,Private room,1,1,1,72,NA,NA,Other
679267569821552384,No,Downtown,Other,Entire home/apt,2,1.5,1,168,4.77,3.03,Downtown
679612065729476608,Yes,Kensington-Cedar Cottage,Entire condo,Entire home/apt,2,1,1,114,4.86,3.28,Other
679741355346209536,No,Downtown,Entire rental unit,Entire home/apt,4,1,1,249,5,0.03,Downtown
679904349658003200,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,7,1,2,65,4.76,3.49,Other
679966720586784640,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,2,1,1,135,4.71,1.77,Mount Pleasant
680334719746978816,No,West Point Grey,Private room in home,Private room,2,1,1,143,4.77,2.19,Other
680358983971065728,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,285,4.71,3.88,Downtown
680466458223299712,Unknown,Kitsilano,Other,Entire home/apt,6,1,3,391,4.85,0.7,Kitsilano
680473995442704384,Yes,Arbutus Ridge,Entire condo,Entire home/apt,4,1,2,150,4.64,0.28,Other
680638784584346240,No,Marpole,Other,Entire home/apt,2,1,2,95,5,0.58,Other
681101277775445248,No,West End,Entire rental unit,Entire home/apt,2,1,1,77,4.89,0.24,Other
681550293670463104,Unknown,Kitsilano,Other,Private room,2,1,1,96,4.87,2.5,Kitsilano
681764885431307392,Unknown,Kitsilano,Other,Private room,2,1,1,101,4.92,2.8,Kitsilano
681792308848090624,Unknown,Kitsilano,Other,Private room,2,1,1,95,4.89,1.9,Kitsilano
681977772633720448,No,Sunset,Entire home,Entire home/apt,6,1.5,3,144,4.64,1.91,Other
683703486433181568,No,Kensington-Cedar Cottage,Other,Private room,2,1,1,108,4.72,0.72,Other
684351861183259904,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,119,4.88,0.83,Downtown
685477917083219840,No,Downtown,Entire condo,Entire home/apt,5,2,3,285,4.69,2.32,Downtown
685600032209463808,No,Kitsilano,Entire condo,Entire home/apt,3,1,1,91,4.38,0.34,Kitsilano
685741610006132608,Unknown,Mount Pleasant,Entire condo,Entire home/apt,2,1,2,145,5,0.05,Mount Pleasant
686256676656663168,Unknown,Kitsilano,Other,Entire home/apt,6,3.5,3,923,5,1.31,Kitsilano
686286561777321088,No,West End,Entire rental unit,Entire home/apt,2,1,1,88,4.76,1.8,Other
686355130754184320,Yes,Downtown Eastside,Other,Entire home/apt,3,1,1,149,4.84,7.63,Downtown Eastside
686870072994141312,Yes,Downtown,Entire condo,Entire home/apt,2,1,0,129,4.9,0.26,Downtown
687108048623238144,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,200,4.92,3.19,Downtown
687988017815081088,Yes,West End,Entire condo,Entire home/apt,4,2,2,594,4.91,2.38,Other
688344808067715840,No,Mount Pleasant,Entire home,Entire home/apt,2,1,1,105,4.96,0.64,Mount Pleasant
689212085081337344,Yes,Kitsilano,Other,Private room,2,1,1,159,4.96,3,Kitsilano
689881044721363072,Yes,Dunbar Southlands,Private room in home,Private room,4,1,1,134,4.85,2.77,Other
690595616379645312,No,South Cambie,Other,Entire home/apt,3,1,1,160,NA,NA,Other
691380663408342016,Yes,Downtown,Entire condo,Entire home/apt,6,2,2,378,4.83,2,Downtown
691435800733114880,No,Downtown,Entire condo,Entire home/apt,4,1,1,130,NA,NA,Downtown
691516021662360320,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,80,5,0.42,Other
691525196864114688,Yes,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,175,5,0.41,Mount Pleasant
691550290216868480,Yes,Mount Pleasant,Entire condo,Entire home/apt,3,1,1,170,4.55,0.3,Mount Pleasant
691733045339903232,Yes,Kensington-Cedar Cottage,Private room in home,Private room,2,1,1,46,4.89,1,Other
691763813266759168,Yes,Kensington-Cedar Cottage,Private room in home,Private room,2,2,1,48,4.91,1.18,Other
691995610022725248,Yes,Marpole,Other,Entire home/apt,5,1,2,170,4.9,3.6,Other
692619994156833152,No,Downtown,Entire condo,Entire home/apt,2,1,0,112,4.8,0.18,Downtown
693514101840037248,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,165,5,0.15,Downtown
693552256251726336,No,Kitsilano,Entire home,Entire home/apt,10,1,3,202,4,0.38,Kitsilano
694174735980776320,No,Downtown,Entire condo,Entire home/apt,3,1,1,205,4.68,4.5,Downtown
694400291323919104,Yes,Riley Park,Entire home,Entire home/apt,4,1.5,2,274,5,0.13,Other
694857320391184512,No,West End,Entire rental unit,Entire home/apt,2,1,0,86,4.33,0.25,Other
695240607527412352,Yes,Dunbar Southlands,Other,Entire home/apt,4,1,2,190,4.97,3.97,Other
695504265229486976,No,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,0,119,4.58,0.79,Other
6.9557150885e+17,Yes,Marpole,Other,Entire home/apt,4,1,1,105,4.91,6.82,Other
695623125251939200,No,Downtown Eastside,Entire condo,Entire home/apt,4,1,1,94,4.22,0.6,Downtown Eastside
695923964981125760,Yes,Killarney,Other,Entire home/apt,11,1,2,80,4.85,3.2,Other
697925700320945664,Yes,Kerrisdale,Private room in home,Private room,2,2,1,74,4.95,4.14,Other
698123533048871424,No,West End,Private room in home,Private room,2,1,1,75,5,0.06,Other
698531260022902528,Yes,Riley Park,Entire home,Entire home/apt,2,1,1,133,4.89,1.18,Other
698751143669970688,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,208,4.92,4.92,Downtown
700742332351272960,No,West Point Grey,Entire home,Entire home/apt,4,1,2,190,4.76,2.14,Other
700884339979404800,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,3,1,2,160,4.71,0.22,Mount Pleasant
701510247377752320,Yes,Sunset,Other,Entire home/apt,3,1,1,120,4.91,2.42,Other
701543080872795136,Yes,Downtown,Entire condo,Entire home/apt,5,2,2,249,4.83,0.46,Downtown
701636438564081920,Yes,Hastings-Sunrise,Entire rental unit,Entire home/apt,2,1,0,124,5,3.3,Other
702212748104463616,Yes,Victoria-Fraserview,Entire home,Entire home/apt,6,1,2,131,4.8,1.15,Other
702366281800944768,Yes,West End,Other,Entire home/apt,12,6,5,1479,5,0.15,Other
702432549065513472,Yes,Victoria-Fraserview,Entire home,Entire home/apt,4,2,2,168,4.97,0.97,Other
702876444293572096,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,4,1,2,195,4.96,3.44,Other
702877405082733568,No,Renfrew-Collingwood,Entire rental unit,Entire home/apt,3,1,2,219,5,0.03,Other
703167656545973248,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,2,1,1,160,4.8,0.29,Mount Pleasant
703178662481470976,Yes,Renfrew-Collingwood,Other,Entire home/apt,4,1.5,3,116,4.89,2.85,Other
