id,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,price,review_scores_rating,reviews_per_month,neighbourhood
35102,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,110,4.7,0.42,Downtown
38067381,Yes,Downtown,Other,Entire home/apt,2,1,1,150,5,0.18,Downtown
1237946477318317300,Yes,Downtown Eastside,Entire rental unit,Entire home/apt,2,1,1,164,4.95,4.19,Downtown Eastside
574795430216987600,Unknown,Downtown,Entire rental unit,Entire home/apt,3,1,1,138,4.83,0.96,Downtown
1.1778306934309919e+18,Yes,Kensington-Cedar Cottage,Entire rental unit,Entire home/apt,2,1,1,108,4.5,0.26,Other
818892097792941300,Yes,Dunbar Southlands,Private room in home,Private room,2,1,1,72,4.96,0.75,Other
53312843,No,Mount Pleasant,Entire condo,Entire home/apt,3,1,1,99,4.81,5.29,Mount Pleasant
24119846,No,Kitsilano,Other,Private room,2,1,1,83,4.82,0.25,Kitsilano
52826298,Yes,Downtown,Entire condo,Entire home/apt,2,1,0,98,5,0.37,Downtown
28740196,Yes,Grandview-Woodland,Other,Entire home/apt,2,1,0,101,4.97,4.38,Other
39421282,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,88,4.76,1.84,Other
50380794,No,Victoria-Fraserview,Private room in home,Private room,1,2,1,50,4.75,0.13,Other
980871365948717600,Unknown,Hastings-Sunrise,Entire home,Entire home/apt,4,1,1,104,4.61,2.42,Other
1489407912751950800,Unknown,Arbutus Ridge,Entire home,Entire home/apt,4,1,2,146,4.5,1.4,Other
1395856782686200800,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,120,NA,NA,Downtown
1216803512442206200,Yes,Hastings-Sunrise,Entire home,Entire home/apt,4,1,2,95,4.86,3.66,Other
35520243,Yes,Downtown Eastside,Entire rental unit,Entire home/apt,4,2.5,2,225,4.87,1.89,Downtown Eastside
38762538,No,Downtown,Entire condo,Entire home/apt,3,1,1,179,4.88,0.22,Downtown
3445182,No,Fairview,Entire home,Entire home/apt,5,2.5,2,315,NA,NA,Other
1508868304681488400,Yes,Mount Pleasant,Other,Private room,1,1,1,60,NA,NA,Mount Pleasant
22231178,Yes,Fairview,Entire condo,Entire home/apt,3,1,1,110,4.8,0.27,Other
1138732177138474900,Yes,Downtown,Entire rental unit,Entire home/apt,3,1,1,135,4.95,1.74,Downtown
1217485947467654e3,Yes,Hastings-Sunrise,Other,Entire home/apt,3,1,1,138,4.93,7.4,Other
23528634,Yes,West End,Private room in home,Private room,1,1,1,71,4.72,0.69,Other
1356360330602354400,No,Mount Pleasant,Private room in home,Private room,1,1,1,32,NA,NA,Mount Pleasant
1506809813368317e3,No,Downtown,Entire rental unit,Entire home/apt,4,1,3,133,NA,NA,Downtown
1366727490326725400,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,99,5,0.52,Downtown
1522905926126116900,No,Shaughnessy,Private room in home,Private room,2,2,1,50,NA,NA,Other
876043559508828200,Yes,Kitsilano,Entire home,Entire home/apt,7,4.5,4,765,4.88,0.53,Kitsilano
53596215,Yes,Renfrew-Collingwood,Other,Entire home/apt,3,1,1,157,4.94,3.35,Other
1462721845326038800,Yes,Renfrew-Collingwood,Other,Entire home/apt,2,1,1,133,5,5.24,Other
909578425542231300,Yes,Downtown,Entire condo,Entire home/apt,5,2,3,499,4.76,0.67,Downtown
53313024,No,Strathcona,Entire condo,Entire home/apt,5,1,2,59,4.82,6.22,Other
1039986248560916600,No,Fairview,Entire home,Entire home/apt,6,2.5,3,389,NA,NA,Other
30180834,Yes,Dunbar Southlands,Private room in home,Private room,2,1,1,123,4.98,4.11,Other
1273915349655382800,No,Downtown,Other,Entire home/apt,8,2,4,391,4.61,9.27,Downtown
833952751887096600,No,Downtown,Entire rental unit,Entire home/apt,2,1,0,167,4.81,3.59,Downtown
1269938933319844900,Yes,Sunset,Other,Entire home/apt,4,1,2,82,4.88,5.23,Other
608252515654744300,Yes,Mount Pleasant,Other,Private room,2,1,1,89,4.84,4.56,Mount Pleasant
681764885431307400,Unknown,Kitsilano,Other,Private room,2,1,1,101,4.92,2.8,Kitsilano
1768817,No,Riley Park,Other,Entire home/apt,2,1,1,100,4.91,0.52,Other
1476614872062790100,No,West Point Grey,Private room in home,Private room,2,1,1,48,NA,NA,Other
7248669,Yes,Hastings-Sunrise,Other,Entire home/apt,3,1,1,258,4.97,0.77,Other
31101733,Yes,Dunbar Southlands,Other,Private room,5,1,1,105,4.84,5.4,Other
669491823340176100,Yes,Downtown,Entire condo,Entire home/apt,7,2,2,304,4.84,3.63,Downtown
30133503,No,Hastings-Sunrise,Other,Entire home/apt,2,1,1,77,4.61,1.26,Other
1146635601538145800,No,Downtown,Entire condo,Entire home/apt,4,1,1,175,5,0.28,Downtown
691525196864114700,Yes,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,175,5,0.41,Mount Pleasant
850952189228092e3,No,Marpole,Entire rental unit,Entire home/apt,4,2,2,250,4.9,1.31,Other
46859272,Yes,Marpole,Entire home,Entire home/apt,6,1,2,136,4.86,2.26,Other
39393407,Yes,Renfrew-Collingwood,Other,Entire home/apt,2,1,1,170,4.98,0.73,Other
14613217,Yes,Mount Pleasant,Other,Entire home/apt,2,1,1,187,4.89,1.96,Mount Pleasant
1398230796491891e3,No,Shaughnessy,Entire home,Entire home/apt,14,3,6,336,4.75,5.38,Other
50730031,No,Oakridge,Entire home,Entire home/apt,3,1.5,2,226,4.59,0.63,Other
972678771084947200,Yes,Downtown,Entire rental unit,Entire home/apt,4,1,1,166,4.83,1.51,Downtown
19118514,Yes,Downtown,Entire condo,Entire home/apt,5,2,2,361,4.97,2.14,Downtown
757396269753676300,Yes,Downtown,Entire rental unit,Entire home/apt,6,2,2,159,4.71,2.51,Downtown
1213090068470371300,Yes,Downtown Eastside,Entire condo,Entire home/apt,2,1,1,164,4.92,6.63,Downtown Eastside
30013824,Yes,Riley Park,Other,Entire home/apt,2,1,1,156,5,0.86,Other
1448708833836401700,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,131,4.54,2.69,Downtown
1076312543739121300,No,Hastings-Sunrise,Other,Entire home/apt,2,1,0,69,5,0.27,Other
979102530545522e3,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,149,4,0.05,Downtown
1259025101451687400,Yes,Mount Pleasant,Other,Private room,2,1,1,114,5,0.96,Mount Pleasant
796462455882938900,Yes,West End,Entire rental unit,Entire home/apt,2,1,1,113,5,0.21,Other
6798565,No,West End,Entire condo,Entire home/apt,4,2,2,145,4.95,1.14,Other
34091763,Yes,Killarney,Private room in home,Private room,1,1,1,68,4.78,1.74,Other
1538519273885864400,No,Downtown,Entire rental unit,Entire home/apt,4,2,2,152,NA,NA,Downtown
874865225757959300,Yes,West Point Grey,Entire home,Entire home/apt,4,1,1,215,4.91,3.15,Other
1525537802855255e3,Unknown,Sunset,Entire home,Entire home/apt,2,1,1,196,5,1,Other
1040260063843258600,Yes,Marpole,Entire home,Entire home/apt,11,3,5,306,4.89,3.82,Other
1133669388359567100,No,Hastings-Sunrise,Entire home,Entire home/apt,5,1,2,154,4.7,2.6,Other
866824932449260300,No,Mount Pleasant,Entire home,Entire home/apt,6,2,3,124,4.75,0.51,Mount Pleasant
1422139128072921600,No,Dunbar Southlands,Private room in home,Private room,2,1,1,60,3.75,1.04,Other
1237773749779211300,Yes,Marpole,Entire home,Entire home/apt,6,3,3,450,4.97,2.45,Other
49909554,No,Victoria-Fraserview,Other,Entire home/apt,3,1,2,84,4.7,1.86,Other
12285968,No,Kensington-Cedar Cottage,Entire home,Entire home/apt,4,1,2,125,4.74,5.8,Other
53878386,No,Arbutus Ridge,Entire home,Entire home/apt,9,3.5,5,833,4.86,0.17,Other
13157169,Yes,Riley Park,Other,Entire home/apt,4,2,2,260,4.89,1.03,Other
51712984,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,229,4.88,2.58,Downtown
1156575118187481300,Yes,Sunset,Other,Entire home/apt,6,2,2,143,4.77,3.18,Other
977940327536550400,Yes,Hastings-Sunrise,Other,Entire home/apt,2,1,1,81,4.9,2.21,Other
1492330672386482e3,No,West Point Grey,Private room in home,Private room,2,1,1,65,5,2.17,Other
1127050091952408800,No,West Point Grey,Other,Private room,1,1,1,50,NA,NA,Other
792165839918346800,No,Mount Pleasant,Entire condo,Entire home/apt,3,1,1,250,4.67,0.29,Mount Pleasant
52706178,Yes,Kitsilano,Private room in home,Private room,2,1.5,1,128,4.96,3.92,Kitsilano
48242718,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,153,5,0.06,Downtown
914818655802625300,No,Arbutus Ridge,Private room in home,Private room,2,1,1,115,3.83,0.21,Other
3857478,No,West End,Other,Entire home/apt,3,1,1,171,4.85,1.47,Other
1.3306916675561119e+18,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,0,158,4.82,6.2,Downtown
1042773171366835300,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,160,5,0.06,Downtown
979143877431047200,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,198,4.84,3.3,Downtown
592719174009370800,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,75,5,0.16,Other
671114564928215700,No,Mount Pleasant,Private room in home,Private room,2,1,1,60,3.67,0.08,Mount Pleasant
967306038523354400,No,Kitsilano,Entire home,Entire home/apt,4,2,1,630,5,0.24,Kitsilano
35419651,Yes,Kitsilano,Other,Entire home/apt,6,1,2,251,4.89,1.8,Kitsilano
671784023252600400,Yes,Downtown,Entire condo,Entire home/apt,6,2,3,360,4.94,5.39,Downtown
44718107,Yes,Downtown Eastside,Other,Entire home/apt,2,1,1,339,4.98,2.88,Downtown Eastside
1284930140303499800,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,2,144,5,0.35,Downtown
1479281713378268e3,No,Victoria-Fraserview,Private room in home,Private room,2,1,1,76,5,3.64,Other
1194251673626366e3,No,West End,Entire rental unit,Entire home/apt,4,3,2,430,NA,NA,Other
1294637486286605300,No,Hastings-Sunrise,Private room in home,Private room,1,1,1,500,NA,NA,Other
969065086566403700,Yes,Downtown Eastside,Entire rental unit,Entire home/apt,4,1,1,141,4.83,2.13,Downtown Eastside
1201774683463671800,No,Downtown,Entire rental unit,Entire home/apt,3,1,1,139,5,0.15,Downtown
34874854,No,Kitsilano,Other,Entire home/apt,4,2,2,181,5,0.31,Kitsilano
50104275,Unknown,West End,Entire condo,Entire home/apt,2,1,1,270,5,0.06,Other
1169060210381387500,Yes,Renfrew-Collingwood,Entire home,Entire home/apt,2,1,1,135,5,1.98,Other
1280715015760053200,No,Sunset,Entire home,Entire home/apt,2,1,1,112,4.63,1.64,Other
616960977331552e3,No,West End,Entire condo,Entire home/apt,4,1,1,266,4.83,1.61,Other
23487994,Yes,Shaughnessy,Other,Entire home/apt,3,1,1,99,4.97,5.01,Other
35357365,No,Downtown,Entire condo,Entire home/apt,4,2.5,2,265,5,0.14,Downtown
100671180249886e4,Yes,Downtown,Entire rental unit,Entire home/apt,6,2,2,143,4.74,2.28,Downtown
1454727952232859600,Yes,Renfrew-Collingwood,Other,Entire home/apt,4,1,2,123,4.86,1.57,Other
773986152579469700,No,Kensington-Cedar Cottage,Entire home,Entire home/apt,10,1.5,4,248,4.55,2.07,Other
51305254,Yes,Mount Pleasant,Other,Private room,1,1,1,50,4.6,0.12,Mount Pleasant
7.4530070847792794e+17,Yes,Downtown,Entire condo,Entire home/apt,6,1,2,240,4.9,1.14,Downtown
626093663225772e3,No,Hastings-Sunrise,Entire home,Entire home/apt,4,2,2,181,4.69,4.55,Other
48846092,No,West End,Entire rental unit,Entire home/apt,2,1,1,93,5,0.07,Other
1491723898754823200,No,Hastings-Sunrise,Entire rental unit,Entire home/apt,5,2,2,80,NA,NA,Other
26641669,No,West End,Entire condo,Entire home/apt,3,1,1,225,4.63,1.54,Other
43558701,Yes,Fairview,Entire condo,Entire home/apt,4,2,2,14,5,0.22,Other
9994637904489e5,Yes,Downtown,Entire rental unit,Entire home/apt,4,2,2,233,4.94,3.29,Downtown
37911026,No,Dunbar Southlands,Other,Entire home/apt,8,4,4,567,4.7,0.36,Other
1464686633945028e3,Yes,Kerrisdale,Private room in home,Private room,2,1,1,70,5,2.45,Other
1490196167889572900,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,175,4.67,1.23,Downtown
1124212301242521300,Yes,Downtown,Entire condo,Entire home/apt,2,1,0,228,4.89,2.18,Downtown
1044126796213327100,Yes,Killarney,Entire rental unit,Entire home/apt,3,1,1,90,5,0.18,Other
691380663408342e3,Yes,Downtown,Entire condo,Entire home/apt,6,2,2,378,4.83,2,Downtown
1207609612918836700,No,Marpole,Private room in home,Private room,2,0,1,79,4.62,2.45,Other
1131949368992652900,Yes,Downtown,Entire rental unit,Entire home/apt,5,2,2,200,5,0.12,Downtown
1013209123025522600,No,Mount Pleasant,Private room in home,Private room,2,1,1,80,NA,NA,Mount Pleasant
1418973600577047e3,Yes,Kensington-Cedar Cottage,Entire home,Entire home/apt,2,1,1,115,4.72,4.21,Other
47705051,No,Renfrew-Collingwood,Other,Entire home/apt,2,1,2,179,4.63,0.52,Other
30069730,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,178,4.88,4.73,Downtown
1437267839446434300,Yes,Downtown,Entire rental unit,Entire home/apt,4,2,2,800,NA,NA,Downtown
855334363875223300,No,Hastings-Sunrise,Entire home,Entire home/apt,2,1,0,121,4.78,3.83,Other
43081491,Yes,Downtown Eastside,Entire condo,Entire home/apt,5,2,2,189,4.92,5.1,Downtown Eastside
30012715,No,Downtown,Entire condo,Entire home/apt,2,1,1,105,5,0.24,Downtown
1185681424833298700,No,Downtown,Entire rental unit,Entire home/apt,3,1,2,173,4.77,2.3,Downtown
614082306603487200,Yes,Killarney,Other,Entire home/apt,4,1,2,126,4.91,2.08,Other
27057251,No,Victoria-Fraserview,Other,Entire home/apt,2,1,1,63,4.69,1.95,Other
1368153551111022600,Yes,Victoria-Fraserview,Private room in home,Private room,2,1,1,151,5,0.23,Other
818456929236947700,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,81,5,0.37,Other
1312460145281377800,No,West End,Entire rental unit,Entire home/apt,4,1,1,133,4.76,5.46,Other
51871971,Yes,Downtown,Other,Entire home/apt,4,1,1,219,4.88,0.84,Downtown
1485705612677272300,Yes,West Point Grey,Private room in home,Private room,1,2,1,80,4.78,3,Other
23065393,Yes,Mount Pleasant,Private room in home,Private room,2,1,1,124,4.8,1.3,Mount Pleasant
15646460,Yes,South Cambie,Entire home,Entire home/apt,10,3,4,320,4.9,0.95,Other
48788723,Yes,Fairview,Other,Entire home/apt,2,1.5,1,95,4.94,0.64,Other
880390,No,Kensington-Cedar Cottage,Private room in home,Private room,2,1,1,109,4.6,0.6,Other
990944805721089400,No,Kitsilano,Entire rental unit,Entire home/apt,3,1,1,198,4.68,3.81,Kitsilano
882176967377731800,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,160,5,0.28,Downtown
1426528978203626200,Yes,Downtown,Entire rental unit,Entire home/apt,6,1,2,204,4.96,5.87,Downtown
808063594672013600,Yes,Downtown Eastside,Entire condo,Entire home/apt,2,1,1,228,4.85,1.92,Downtown Eastside
14167369,Yes,Grandview-Woodland,Private room in home,Private room,2,1.5,1,66,4.83,1.17,Other
1205417931570038300,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,169,4.9,5.57,Downtown
1000947043565571100,No,Grandview-Woodland,Entire condo,Entire home/apt,2,1,1,154,5,0.07,Other
587094001717853400,No,West End,Entire condo,Entire home/apt,2,1,1,150,5,0.02,Other
969518769037947400,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,182,4.85,2.5,Downtown
737592363323883500,Yes,West Point Grey,Entire home,Entire home/apt,2,1,1,174,4.76,0.53,Other
800799687233801100,No,Marpole,Entire home,Entire home/apt,6,2.5,3,130,4.43,0.88,Other
914640809963596200,No,Downtown,Entire rental unit,Entire home/apt,2,2,1,316,NA,NA,Downtown
1081912310133512300,Yes,Downtown,Entire rental unit,Entire home/apt,4,1,2,194,4.92,3.61,Downtown
619599861618191200,Yes,Mount Pleasant,Entire condo,Entire home/apt,5,2,2,228,5,0.02,Mount Pleasant
13565457,No,West End,Other,Private room,2,1,1,124,4.74,0.44,Other
43295734,Yes,Oakridge,Private room in home,Private room,2,1,1,69,4.87,0.72,Other
1517701989138465e3,No,Sunset,Other,Entire home/apt,2,1,1,80,4.75,4.71,Other
779888257712433200,No,Hastings-Sunrise,Entire home,Entire home/apt,7,2,3,225,4.79,2.54,Other
1187024219787315200,No,Kitsilano,Entire home,Entire home/apt,5,1,2,191,4.63,3.16,Kitsilano
41586791,Yes,Riley Park,Other,Entire home/apt,2,1,1,125,4.98,1.18,Other
4624838,Yes,Mount Pleasant,Private room in home,Private room,4,1,1,89,4.76,2.18,Mount Pleasant
20426923,Yes,South Cambie,Other,Entire home/apt,6,2,2,151,4.79,0.76,Other
1462688296376653e3,No,Downtown,Entire rental unit,Entire home/apt,4,1,1,132,4.67,1.03,Downtown
969684207253039900,No,Downtown Eastside,Entire rental unit,Entire home/apt,6,1,3,54,4.69,5.95,Downtown Eastside
1030651966304569100,Unknown,Mount Pleasant,Entire rental unit,Entire home/apt,3,1,1,110,4.79,2.26,Mount Pleasant
23397945,Yes,Kitsilano,Other,Entire home/apt,2,1,1,128,5,2.08,Kitsilano
1161303076935952400,Yes,Marpole,Entire home,Entire home/apt,4,1,2,211,5,0.13,Other
49405745,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,2,1,1,99,4.86,1.8,Other
1464694272484883e3,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,168,5,4,Downtown
1510810254256837e3,No,West Point Grey,Entire home,Entire home/apt,6,1,2,96,4.5,5.14,Other
1338515038058248e3,Yes,Downtown,Entire rental unit,Entire home/apt,4,2,2,229,2,0.52,Downtown
989416131498746900,Yes,Sunset,Entire home,Entire home/apt,3,1,2,539,5,0.09,Other
50799718,Yes,Kensington-Cedar Cottage,Other,Entire home/apt,3,1,1,95,4.78,3.82,Other
675544860559638800,Yes,Kensington-Cedar Cottage,Private room in home,Private room,1,1,1,75,4.93,3.33,Other
26284294,Yes,Downtown,Entire condo,Entire home/apt,5,2,3,275,4.71,2.65,Downtown
768161191646426600,Yes,Downtown Eastside,Entire rental unit,Entire home/apt,3,1,2,109,4.83,7.49,Downtown Eastside
953672723424856600,No,Kensington-Cedar Cottage,Entire home,Entire home/apt,5,1,2,47,4.51,3.49,Other
1.1334010385733519e+18,No,Mount Pleasant,Private room in home,Private room,2,1,1,48,NA,NA,Mount Pleasant
1258327019072361e3,Yes,Riley Park,Other,Entire home/apt,6,2,3,186,4.98,4.04,Other
1483535001158363600,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,106,NA,NA,Downtown
1062520113935813800,Yes,South Cambie,Entire home,Entire home/apt,6,2,3,214,4.79,2.17,Other
1116854784900355600,No,Downtown,Entire rental unit,Entire home/apt,4,2.5,2,329,5,1,Downtown
626319868114293600,No,Downtown,Entire condo,Entire home/apt,2,1,1,265,4.84,3.28,Downtown
54003850,No,Downtown,Entire condo,Entire home/apt,3,1,1,213,4.85,1.44,Downtown
1430634778679776300,No,Mount Pleasant,Entire rental unit,Entire home/apt,4,1,2,168,5,2.59,Mount Pleasant
671947130203193900,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,184,4.9,5.24,Downtown
44447471,Yes,Renfrew-Collingwood,Private room in home,Private room,1,1,1,30,5,0.21,Other
1429202542380616700,No,Grandview-Woodland,Other,Entire home/apt,2,1,1,330,NA,NA,Other
653231046834017200,Yes,Downtown,Entire condo,Entire home/apt,5,1,2,436,4.93,2.56,Downtown
1.3544599370046239e+18,Yes,Downtown Eastside,Entire home,Entire home/apt,4,2,2,143,5,3.23,Downtown Eastside
9315705,Yes,Kitsilano,Entire home,Entire home/apt,2,1.5,1,190,5,0.22,Kitsilano
27110258,Yes,Downtown Eastside,Other,Entire home/apt,2,1,1,117,4.8,1.74,Downtown Eastside
30346694,Yes,Grandview-Woodland,Other,Entire home/apt,2,1,1,211,4.85,1.51,Other
47140496,No,Dunbar Southlands,Other,Entire home/apt,3,1,2,150,4.5,0.12,Other
41530441,Yes,Strathcona,Other,Entire home/apt,2,1,1,151,4.94,4.36,Other
1368379404445083600,No,Marpole,Private room in home,Private room,2,2,2,47,4,0.32,Other
873347642082088800,Yes,Downtown,Other,Private room,1,1,1,74,5,0.1,Downtown
35090765,Yes,West End,Entire condo,Entire home/apt,4,2,2,160,4.93,0.75,Other
24867253,No,Marpole,Entire home,Entire home/apt,6,1,3,270,4.8,0.96,Other
1293215892240395500,Unknown,Downtown,Entire rental unit,Entire home/apt,3,1,1,210,4.95,2.53,Downtown
1013858176267076e3,No,Kensington-Cedar Cottage,Entire home,Entire home/apt,6,1,2,197,4.64,1.26,Other
1450453396136225300,No,Downtown,Other,Private room,2,1,1,155,NA,NA,Downtown
1100868775359448800,No,Marpole,Other,Private room,2,1,3,56,3,0.06,Other
37330480,Yes,Dunbar Southlands,Other,Entire home/apt,2,1,1,143,4.86,2.88,Other
849941441995223400,Yes,Mount Pleasant,Entire condo,Entire home/apt,2,1,0,116,4.98,3.41,Mount Pleasant
6939286,Yes,Downtown Eastside,Entire rental unit,Entire home/apt,2,1,0,155,4.85,3.6,Downtown Eastside
1354597543783487700,No,Downtown,Other,Private room,2,1,1,73,NA,NA,Downtown
1061243447333230700,No,Mount Pleasant,Private room in home,Private room,1,1,1,97,3.5,0.09,Mount Pleasant
1049364859158418600,Yes,Downtown,Entire condo,Entire home/apt,4,1,1,148,4.9,3.63,Downtown
1133395866252669300,No,Hastings-Sunrise,Private room in home,Private room,1,1,1,58,5,0.11,Other
1550342308718583300,No,Downtown,Entire rental unit,Entire home/apt,4,2,2,200,NA,NA,Downtown
21549963,Yes,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,143,4.94,0.72,Mount Pleasant
835958524554344400,No,Kitsilano,Other,Private room,1,1,1,85,4.6,0.16,Kitsilano
34604504,No,Mount Pleasant,Entire condo,Entire home/apt,4,2,2,617,NA,NA,Mount Pleasant
658191813842846600,Yes,Mount Pleasant,Other,Entire home/apt,2,1,1,98,4.9,1.46,Mount Pleasant
1455563562565381400,No,West Point Grey,Private room in home,Private room,2,1,1,49,4.27,3.06,Other
15111957,Yes,Victoria-Fraserview,Private room in home,Private room,2,1,1,68,4.93,0.62,Other
1405860710489491200,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,5,1,2,255,5,3.58,Mount Pleasant
667536603010219100,Yes,Arbutus Ridge,Private room in home,Private room,4,1,2,221,4.9,1.61,Other
1397300781380358400,No,West End,Entire rental unit,Entire home/apt,4,1,1,150,NA,NA,Other
9592923,No,Mount Pleasant,Entire condo,Entire home/apt,5,1,1,252,4.83,0.87,Mount Pleasant
1423477669076420600,No,Hastings-Sunrise,Entire home,Entire home/apt,4,1,2,110,4.9,2.48,Other
1201119777504447700,No,Shaughnessy,Private room in home,Private room,2,0.5,1,149,NA,NA,Other
1283656406267491600,Yes,West End,Entire rental unit,Entire home/apt,4,1,2,207,4.96,4.78,Other
733324116431150100,No,Mount Pleasant,Entire condo,Entire home/apt,2,1,1,105,3.5,0.11,Mount Pleasant
69557150885e7,Yes,Marpole,Other,Entire home/apt,4,1,1,105,4.91,6.82,Other
51389016,No,Downtown,Entire condo,Entire home/apt,3,1,1,168,4.42,0.47,Downtown
1285764419740613400,Yes,Downtown,Entire rental unit,Entire home/apt,6,2,2,194,4.9,4.16,Downtown
797430402003013800,Yes,Strathcona,Entire condo,Entire home/apt,2,1,1,166,4.97,3.67,Other
1100359701544645800,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,2,1,1,155,4.96,2.74,Mount Pleasant
1141687954481659500,No,West Point Grey,Private room in home,Private room,1,1,1,42,5,0.17,Other
874769853535196400,No,Victoria-Fraserview,Private room in home,Private room,1,2,1,50,5,0.16,Other
668872728473214e3,No,Dunbar Southlands,Other,Entire home/apt,4,1.5,1,119,5,0.18,Other
27508424,No,Renfrew-Collingwood,Other,Entire home/apt,3,1,0,85,4.74,1.17,Other
1292202752533542700,No,Kensington-Cedar Cottage,Private room in home,Private room,4,1,2,143,5,0.51,Other
1368939874357937700,No,Downtown,Entire condo,Entire home/apt,8,2,3,200,4.38,3.72,Downtown
1354586013797684700,No,Killarney,Other,Entire home/apt,5,1,2,99,4.62,2.54,Other
919033514772485600,No,West End,Entire rental unit,Entire home/apt,2,1,1,80,5,0.12,Other
929188800493405800,Yes,Mount Pleasant,Entire rental unit,Entire home/apt,5,2,3,325,5,0.98,Mount Pleasant
1491497695550840300,No,Downtown,Other,Private room,1,1,1,45,NA,NA,Downtown
1190607513027142100,No,Hastings-Sunrise,Other,Entire home/apt,4,2,2,100,NA,NA,Other
1346605460134424300,Yes,Renfrew-Collingwood,Other,Entire home/apt,6,2,2,156,4.81,6.21,Other
1400711928373102600,No,Downtown,Entire rental unit,Entire home/apt,2,1,1,236,4.5,0.61,Downtown
27225802,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,187,4.71,0.08,Downtown
669058573778623900,Yes,Victoria-Fraserview,Entire home,Entire home/apt,3,1,1,119,4.9,2.9,Other
1533454305928971500,No,Downtown Eastside,Entire rental unit,Entire home/apt,6,2,3,225,NA,NA,Downtown Eastside
51152635,Yes,Downtown,Entire condo,Entire home/apt,2,1,1,120,4.63,0.38,Downtown
702212748104463600,Yes,Victoria-Fraserview,Entire home,Entire home/apt,6,1,2,131,4.8,1.15,Other
1499015868753535700,No,Downtown,Entire rental unit,Entire home/apt,2,1,2,231,5,2.5,Downtown
51580147,No,Kitsilano,Other,Entire home/apt,4,2,2,409,4.97,2.45,Kitsilano
34278849,Yes,Renfrew-Collingwood,Other,Entire home/apt,6,2,3,122,4.96,2.04,Other
563265873775140740,No,Downtown,Entire condo,Entire home/apt,4,2,2,218,4.86,1.61,Downtown
1466423460953765e3,No,Kitsilano,Private room in home,Private room,4,1,2,165,NA,NA,Kitsilano
42318659,No,Downtown Eastside,Other,Entire home/apt,2,1,1,231,4.78,1.48,Downtown Eastside
1163075202853491700,Yes,Downtown,Other,Entire home/apt,5,1,2,402,5,0.44,Downtown
49532581,Unknown,Riley Park,Entire home,Entire home/apt,3,1,2,128,4.96,1.07,Other
1298791627605054500,Yes,Downtown,Entire rental unit,Entire home/apt,2,1,1,222,5,1.03,Downtown
41688366,No,South Cambie,Other,Entire home/apt,2,1,1,95,4.89,0.33,Other
669663731497489500,No,West End,Entire rental unit,Entire home/apt,2,1,1,99,4.8,0.29,Other
672758070117862e3,Yes,West End,Entire condo,Entire home/apt,4,2,2,190,4.63,0.79,Other
1359089260811031300,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,300,NA,NA,Downtown
1148173114113985e3,No,Marpole,Private room in home,Private room,1,2,1,63,NA,NA,Other
49322534,Yes,Downtown,Entire condo,Entire home/apt,4,2,2,212,4.91,0.2,Downtown
21577211,No,Grandview-Woodland,Other,Entire home/apt,4,1,1,77,4.58,5.32,Other
14831774,Yes,Victoria-Fraserview,Private room in home,Private room,1,1,1,54,4.93,1.26,Other
1459109550941574100,No,Kensington-Cedar Cottage,Private room in home,Private room,1,1,1,48,5,0.97,Other
7518690,Yes,South Cambie,Private room in home,Private room,2,1,1,296,4.88,0.6,Other
655761508543886300,No,Kitsilano,Entire home,Entire home/apt,4,1,1,308,4.71,4.51,Kitsilano
19094811,Yes,Downtown,Entire condo,Entire home/apt,5,2,3,479,5,0.1,Downtown
1538894518684875500,No,Victoria-Fraserview,Private room in home,Private room,2,2,1,82,5,1,Other
